"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"50' E1","Run","<5:30/km","0.833333333333333","","2025-11-12","","8162.60986328125","285","418","771.666","","0.750370264053345","3.0220000743866","","167","","144","158","","","1.19920951502264","106.59","29","17","0","0","0","0","","","","","0","0","0","1","7","20","16","","","","",""
"Road Cycling","Bike","","","","2025-11-12","","21108.33984375","0","0","","","0.724233627319336","8.0959997177124","","","","129","168","","","0.650181407386693","33.65","33","5","5","2","0","0","","","","","","","","","","","","","","","",""
"2h E1","Bike","Recovery ride","2","","2025-11-13","","46299.8203125","146","441","896.157","","1.70148611068726","7.55900001525879","","68","","","","","","0.707064469583641","84.98","","","","","","","","","","","37","15","13","27","7","2","1","","","","",""
"TEST CARRERA INEFC","Run","17h Dirección INEFC: Av. de l'Estadi, 12, 22, Distrito de Sants-Montjuïc, 08038 Barcelona","2","","2025-11-14","","4055.64990234375","218","466","353.212","","0.449933886528015","2.50399994850159","","135","","120","186","","","1.13649363617301","57.05","21","3","1","1","1","1","","","","","6","0","0","0","8","7","2","","","","",""
"Cycling","Bike","","","","2025-11-14","","27123.57","142","458","516.792","","1.01277777777778","7.4229996656384","","73","","","","","","0.649471268612727","42.82","","","","","","","","","","","24","15","11","8","1","1","1","","","","",""
"2h E1","Bike","Recovery ride","2","","2025-11-15","","45976.3515625","134","493","827.98","","1.71173858642578","7.46099996566772","","73","","137","169","","","0.677887857028837","78.42","88","18","1","1","0","0","","","","","43","21","16","17","4","1","0","","","","",""
"6 x 10'' Neuromusc.","Bike","1h easy warm up 2 x 20'' SUB-MAX sprint desde semi parado 6 x 10'' MAX sprint 6min rest We keep working on that neuromusclar adaptations.","1.52777777777778","","2025-11-16","","43493.5390625","144","665","971.684","","1.87693643569946","6.43699979782104","","74","","146","184","","","0.761402736040154","108.33","58","33","14","12","4","1","","","","","41","24","17","19","7","2","1","","","","",""
"Running","Run","","","","2025-11-16","","7282.43994140625","292","389","687.096","","0.653688073158264","3.09500002861023","","166","","141","159","","","1.21601112395353","95.54","36","4","0","0","0","0","","","","","0","0","0","0","2","18","19","","","","",""
"Hills: 10 x 20'' + 20' D2","Run","10 x 20'' 98% en subida 20' D2 @5:30/km","1.22222222222222","","2025-11-17","","12183.9599609375","294","577","1142.641","","1.07612669467926","3.14499998092651","","166","","147","175","","","1.27280869870997","172.78","30","16","8","13","2","0","","","","","1","0","0","1","8","26","22","","","","1","5"
"2h E1","Bike","Endurance","2","","2025-11-17","","45738.19140625","144","655","889.354","","1.71578454971313","7.40500020980835","","79","","","","","","0.661685689364332","75.26","","","","","","","","","","","34","22","22","20","3","1","1","","","","",""
"5 x 6' LT1","Run","5:15/km","0.979166666666667","","2025-11-18","","7010.81982421875","304","392","654.868","","0.597987830638885","3.25699996948242","","170","","132","145","","","1.27284936338214","95.5","36","0","0","0","0","0","","","","","0","0","0","0","1","13","20","","","","2","5"
"Power profile 3","Bike","2 x 5s sprint low resistance from stand still 15s sprint MAX EFFORT high resistance from stand still (sacar muestra de lactato) 4min MAX EFFORT 20min D2 20min MAX EFFORT","1.49027777777778","","2025-11-18","High carb breakfast 3h pre and the day before high carb day","48343.421875","157","756","1097.038","","1.93876934051514","6.92600011825562","","75","","","","","","0.814641121321605","127.59","","","","","","","","","","","43","18","12","16","13","9","3","","","","","5"
"50' E1","Run","<5:40/km","0.833333333333333","","2025-11-19","","9007.099609375","302","450","863.679","","0.794473052024841","3.1489999294281","","171","","151","168","","","1.29114895597619","131.2","20","22","7","5","0","0","","","","","0","0","0","1","8","14","18","","","","",""
"Strength","Strength","","","","2025-11-19","","0","","","","","0.695576131343842","0","","","","86","123","","","0.549907972587541","23.09","42","0","0","0","0","0","","","","","","","","","","","","","","","",""
"3h E1","Bike","Recovery ride","3","","2025-11-20","","60052.94140625","139","508","1267.901","","2.52654600143433","6.60200023651123","","74","","","","","","0.669731829352737","113.21","","","","","","","","","","","57","29","26","31","6","1","0","","","","",""
"3h E1","Bike","Endurance","3","","2025-11-22","","73733.2734375","142","443","1458.117","","2.85769510269165","7.16699981689453","","79","","149","183","","","0.678905106161956","131.2","69","50","27","29","14","3","","","","","64","30","30","36","9","2","1","","","","",""
"Mixed Surface Cycling","Bike","","","","2025-11-22","","16563.5703125","157","385","459.075","","0.81160581111908","5.66900014877319","","80","","","","","","0.731810331286484","43.23","","","","","","","","","","","5","22","9","4","4","1","0","","","","",""
"Running","Run","","","","2025-11-23","","12395.1298828125","334","534","1115.905","","0.925752758979797","3.71900010108948","","175","","152","177","","","1.42003911997073","186.38","21","17","11","11","3","0","","","","","1","0","0","0","3","4","35","","","","",""
"Strength","Strength","","","","2025-11-23","","0","","","","","0.352390259504318","0","","","","90","128","","","0.562044744156114","12.01","21","0","0","0","0","0","","","","","","","","","","","","","","","",""
"1h E2","Run","5:45/km NO PASES DE 5:45/km!!!!!!!!!!!!!!!!!!!!!!!!","1","","2025-11-24","","9260.5498046875","292","457","931.681","","0.884285032749176","2.90899991989136","","164","","135","164","","","1.28483948496123","144.64","","","","","","","","","","","0","0","0","0","5","21","23","","","","2","5"
"Strength","Strength","","","","2025-11-24","","0","","","","","0.517059981822968","0","","","","98","131","","","0.575193752638622","18.65","","","","","","","","","","","","","","","","","","","","","",""
"5 x 6' LT1","Run","5:15/km (series de 6min) BLa: mide al final de la última serie.","0.979166666666667","","2025-11-25","","16004.599609375","302","434","1553.286","","1.42733061313629","3.11500000953674","","169","","142","164","","","1.32816094247468","250.38","","","","","","","","","","","0","0","0","0","3","21","55","","","","2","5"
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2025-11-25","","0","","","","","0.167001932859421","0","","","","93","115","","","0.568062638852913","5.71","","","","","","","","","","","","","","","","","","","","","",""
"4 x 3' + 12 x 30-30 VO2max","Bike","","2.13333333333333","","2025-11-26","","25446.08984375","166","441","739.286","","1.23449158668518","5.72599983215332","","81","","154","187","","","0.83095757599778","84.7","","","","","","","","","","","7","23","9","5","8","7","4","","","","",""
"LT2 (intensive): 20 x 40/40''","Run","8' @5:15 20 x 40'' @3:35 + 40'' @6:00 8' @5:30","1.17777777777778","","2025-11-27","","15637.8203125","320","578","1443.862","","1.25022053718567","3.47399997711182","","173","","158","191","","","1.44544497908683","258.93","","","","","","","","","","","0","0","0","1","6","13","35","","","","1","5"
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2025-11-27","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4 x 15'' + 6 x 10' LT1","Bike","4 x 15'' MAX + 6 x 10' @190w BLa: post última serie","2","","2025-11-28","","61563.171875","159","707","1225.613","","2.13532328605652","8.00899982452393","","79","","153","184","","","0.771195995211802","126.57","","","","","","","","","","","8","45","25","15","14","2","1","","","","4","5"
"Hills: 10 x 20'' + 20' D2","Run","10 x 20'' 98% en subida 20' D2 @5:30/km","1.22222222222222","","2025-11-29","","15000.6298828125","315","629","1410.477","","1.24221861362457","3.35400009155273","","172","","156","189","","","1.41798528402063","247.89","","","","","","","","","","","0","0","0","0","4","15","41","","","","3","5"
"3 x 20' LT1","Bike","3 x 20' @190w BLa: post última serie","1.81666666666667","","2025-11-30","","40329.62890625","175","389","858.517","","1.36578667163849","8.20199966430664","","82","","167","182","","","0.796002066653735","86.18","","","","","","","","","","","4","24","17","13","13","3","1","","","","","5"
"40' E1","Run","5:45-6:00/km Muy suave!","0.666666666666667","","2025-11-30","","6392.6298828125","259","417","622.876","","0.666714131832123","2.66300010681152","","161","","137","151","","","1.13661685547604","85.22","","","","","","","","","","","0","0","0","0","9","24","6","","","","",""
"45' E1","Run","HR max durante el entrenamiento: 138 bpm","0.75","","2025-12-01","","8805.400390625","256","418","817.223","","0.886569678783417","2.7590000629425","","166","","133","151","","","1.11887114942438","110.38","","","","","","","","","","","0","0","0","1","19","24","9","","","","2","5"
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2025-12-01","","0","","","","","0.563269436359406","0","","","","91","132","","","0.558331815414681","19.18","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2025-12-01","","5006.35986328125","262","395","470.335","","0.497523605823517","2.79500007629395","","165","","134","144","","","1.14924212802899","64.62","","","","","","","","","","","0","0","0","1","6","17","6","","","","",""
"AM: SUB-T (2 x 30')","Bike","2 x 30' <195w BLa: ?","2.18333333333333","","2025-12-02","","44706.44921875","161","438","895.839","","1.5489786863327","8.01700019836426","","77","","156","179","","","0.768993019727554","90.86","","","","","","","","","","","5","21","22","16","13","2","1","","","","",""
"SUB-LT2","Run","Progressive warm up 8 x 3' @/km rec 1' jogging 10' <5:15/km","1.09472222222222","","2025-12-02","","11611.9404296875","301","514","1053.27","","0.973196148872375","3.31399989128113","","172","","145","166","","","1.32762914063941","170.09","","","","","","","","","","","0","0","0","0","2","26","27","","","","3","5"
"Rest day","Day Off","","","","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2025-12-03","","8118.57","258","418","765.927","","0.822777777777778","2.739","","164","","135","146","","","1.12643381362233","103.63","","","","","","","","","","","0","0","0","0","12","30","7","","","","",""
"AM: SUB-T (3 x 20')","Bike","3 x 20' <195w","2.23333333333333","","2025-12-04","","46213.171875","157","484","927.183","","1.61870419979095","7.92999982833862","","76","","","","","","0.755998691487713","91.91","","","","","","","","","","","5","27","17","14","13","3","1","","","","5","7"
"SUB-T","Run","Progressive warm up 4 x 6' @4:15-4:25/km rec 1' jogging BLa: ? 10' jogging","1.02972222222222","","2025-12-04","","9898.48046875","312","472","921.321","","0.820521354675293","3.3510000705719","","173","","148","171","","","1.39728332107581","158.6","","","","","","","","","","","0","0","0","1","6","9","20","","","","3","7"
"45' E1","Run","HR max durante el entrenamiento: 138 bpm","0.75","","2025-12-05","","9857.8203125","259","389","934.25","","1.00008416175842","2.73799991607666","","166","","128","141","","","1.14725159156947","130.66","","","","","","","","","","","0","0","1","3","18","24","15","","","","",""
"Strength","Strength","","","","2025-12-05","","0","","","","","0.55549418926239","0","","","","87","112","","","0.549245459200684","18.3","","","","","","","","","","","","","","","","","","","","","",""
"AM: SUB-T (4 x 15')","Bike","4 x 15' <195w","2.28333333333333","","2025-12-06","","43053.171875","161","460","859.31","","1.48699533939362","8.04300022125244","","75","","","","","","0.77471529953767","88.89","","","","","","","","","","","5","20","20","16","13","3","0","","","","",""
"SUB-T","Run","Progressive warm up 2 x 12' @4:20-4:30/km rec 1'30 jogging BLa: ? 10' jogging","1.01305555555556","","2025-12-06","","9832.580078125","315","458","907.774","","0.799578607082367","3.41599988937378","","174","","145","161","","","1.40794825449094","157.05","","","","","","","","","","","0","0","0","0","6","10","17","","","","3","5"
"3 a 4h Endurance","Bike","MUY SUAVE! Suave de verdad","3.5","","2025-12-07","","65345.8203125","101","426","1034.562"," *12/07/2025 David Sabat: it’s been 3h50’ garmin auto saved the session and did not record the last part w Andrea ((menos mal porque íbamos a -40w y si hubiera un RPE de agobio consideria un 10 como respuesta))*","2.84153771400452","6.38800001144409","","69","","125","165","","","0.574371040084245","93.5","","","","","","","","","","","19","48","10","5","4","1","1","","","","",""
"45' E1","Run","HR max durante el entrenamiento: 138 bpm","0.75","","2025-12-08","","14744.1796875","262","375","1391.225","","1.47321557998657","2.77999997138977","","163","","130","153","","","1.14637542506403","193.03","","","","","","","","","","","0","0","1","1","18","54","17","","","","",""
"AM: Easy LT2 2 x 30'","Bike","2 x 30' <195w","2.18333333333333","","2025-12-09","","23752.44921875","194","437","641.044","","0.916997194290161","7.19500017166138","","76","","","","","","0.849590092190458","65.99","","","","","","","","","","","0","9","17","16","12","2","1","","","","",""
"LT2","Run","Progressive warm up 8 x 3' @4:03-4:10/km rec 1' jogging easy cool down","1.09472222222222","","2025-12-09","","10043.7998046875","308","469","919.082","","0.828819692134857","3.3659999370575","","174","","154","179","","","1.40932545995347","163.38","","","","","","","","","","","0","0","0","0","6","18","7","","","","4","5"
"Cycling","Bike","","","","2025-12-09","","14792.18","96","378","152.556","","0.441944444444444","9.3","","69","","","","","","0.524248560507047","11.96","","","","","","","","","","","3","8","1","0","0","0","0","","","","",""
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2025-12-10","","0","","","","","0.696987211704254","0","","","","83","113","","","0.544706958560337","22.7","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2025-12-10","","9376.01953125","258","405","869.737","","0.935673356056213","2.78399991989136","","165","","131","145","","","1.13289755805633","118.8","","","","","","","","","","","0","0","1","1","11","35","8","","","","",""
"AM: LT2 + VO2max","Bike","2x 1 x 8' <195w + 8 x 30 >280w / 15'' easy","2","","2025-12-11","","37267.6015625","159","650","739.538","","1.30118525028229","7.95599985122681","","77","","","","","","0.807329522355413","84.16","","","","","","","","","","","7","22","10","7","6","3","5","","","","",""
"LT2","Run","Progressive warm up 4 x 6' @4:09-4:16/km rec 1' jogging 10' easy cool down","1.02972222222222","","2025-12-11","","9617.66015625","313","477","886.197","","0.785727798938751","3.40000009536743","","171","","153","197","","","1.4166391986507","156.47","","","","","","","","","","","0","0","0","0","7","12","13","","","","4","5"
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2025-12-12","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mixed Surface Cycling","Bike","","","","2025-12-12","","80015.9921875","147","679","1445.623","","2.73505282402039","8.1269998550415","","77","","","","","","0.718360944508651","140.94","","","","","","","","","","","15","58","20","11","14","6","4","","","","",""
"LT2","Run","Progressive warm up 2 x 12' @4:15-4:22/km rec 1'30 jogging 10' easy cool down","1.01305555555556","","2025-12-13","","10009.0498046875","315","530","924.023","","0.81423807144165","3.41499996185303","","172","","154","192","","","1.42858759662359","165.04","","","","","","","","","","","0","0","0","0","5","14","16","","","","4","5"
"Road Cycling","Bike","","","","2025-12-13","","40476.98046875","167","520","839.41","","1.3974986076355","8.04599952697754","","75","","","","","","0.803322888783137","90.02","","","","","","","","","","","4","18","17","15","13","3","2","","","","",""
"3 a 4h Endurance","Bike","MUY SUAVE! Suave de verdad","3.5","","2025-12-14","","36195.41015625","125","397","633.665","","1.40889608860016","7.13600015640259","","72","","","","","","0.697255533758305","68.34","","","","","","","","","","","11","21","5","4","7","4","1","","","","",""
"Road Cycling","Bike","","","","2025-12-14","","43260.80078125","88","435","668.869","","2.10435318946838","5.71000003814697","","68","","","","","","0.524899523187218","58.13","","","","","","","","","","","12","27","5","3","3","1","1","","","","",""
"Road Cycling","Bike","","","","2025-12-14","","10559.2197265625","96","411","177.481","","0.515915811061859","5.68499994277954","","64","","","","","","0.528589062017928","14.2","","","","","","","","","","","5","6","1","0","1","0","0","","","","",""
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2025-12-15","","0","","","","","0.750115275382996","0","","","","68","111","","","0.520681899416476","22.36","","","","","","","","","","","","","","","","","","","","","",""
"45' E1","Run","HR max durante el entrenamiento: 138 bpm","0.75","","2025-12-15","","13013.83984375","265","388","1255.93","","1.31357300281525","2.75200009346008","","162","","127","161","","","1.15159946580198","173.03","","","","","","","","","","","0","0","0","0","6","61","13","","","","",""
"AM: Easy LT2 2 x 30'","Bike","2 x 30' <195w","2.18333333333333","","2025-12-16","","51943.6015625","152","552","1041.455","","1.90453350543976","7.57600021362305","","75","","","","","","0.739691742810414","103.94","","","","","","","","","","","11","27","19","14","14","3","1","","","","",""
"LT2","Run","Progressive warm up 8 x 3' @4:03-4:10/km rec 1' jogging easy cool down","1.09472222222222","","2025-12-16","","10054.2197265625","318","489","929.072","","0.812020242214203","3.43899989128113","","173","","156","184","","","1.4180642937063","161.66","","","","","","","","","","","0","0","0","0","2","17","16","","","","4","5"
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2025-12-17","","0","","","","","0.583404719829559","0","","","","75","118","","","0.531124057638833","17.98","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2025-12-17","","7199.740234375","258","388","667.108","","0.716719448566437","2.78999996185303","","164","","119","135","","","1.12428419650005","90.33","","","","","","","","","","","0","0","0","0","9","28","6","","","","",""
"AM: LT2 + VO2max","Bike","2x 1 x 8' <195w + 8 x 30 >280w / 15'' easy","2","","2025-12-18","","68567.3984375","135","574","1335.245","","2.72718405723572","6.98400020599365","","75","","","","","","0.741089055653305","150.57","","","","","","","","","","","11","50","18","12","12","4","7","","","","",""
"LT2","Run","Progressive warm up 2 x 12' @4:15-4:22/km rec 1'30 jogging 10' easy cool down","1.01305555555556","","2025-12-18","","10007.01953125","318","474","906.929","","0.792299211025238","3.50799989700317","","176","","149","191","","","1.43536663837139","161.56","","","","","","","","","","","0","0","0","0","5","9","19","","","","3","5"
"45' E1","Run","HR max durante el entrenamiento: 138 bpm","0.75","","2025-12-19","","13010.2197265625","258","386","1177.29","","1.2607833147049","2.8659999370575","","164","","119","167","","","1.14595195428019","165.08","","","","","","","","","","","0","0","1","2","12","41","18","","","","",""
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2025-12-19","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VO2max - hills","Run","Progressive warm up 8 x 1' en subida @ritmo 5k (3:35/km) subida de 4-6% R: bajada + trote hasta 1'30 8 x 30'' en subida @ritmo 5k -10'' (3:25/km) subida 4-6% R: bajada + trote hasta 1'","1.09638888888889","","2025-12-20","","9619.419921875","313","585","879.055","","0.779300272464752","3.42899990081787","","172","","157","189","","","1.46472800421012","166","","","","","","","","","","","0","0","0","1","6","18","9","","","","3","5"
"Strength","Strength","","","","2025-12-20","","0","","","","","0.58583527803421","0","","","","91","147","","","0.558577563856693","19.97","","","","","","","","","","","","","","","","","","","","","",""
"3 a 4h Endurance","Bike","MUY SUAVE! Suave de verdad","3.5","","2025-12-21","","73990.453125","128","801","1426.791","","3.08795619010925","6.6560001373291","","73","","","","","","0.766795610798113","180.99","","","","","","","","","","","26","45","25","14","7","7","5","","","","",""
"45' E1","Run","HR max durante el entrenamiento: 138 bpm","0.75","","2025-12-22","","16588.189453125","258","441","1580.878","","1.7000994682312","2.71000003814697","","165","","129","149","","","1.1467516253121","222.68","","","","","","","","","","","0","0","4","10","15","70","4","","","","",""
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2025-12-22","","0","","","","","0.500034749507904","0","","","","90","124","","","0.561284493659063","17.15","","","","","","","","","","","","","","","","","","","","","",""
"LT2 - 3 x 10'","Run","","1.16055555555556","","2025-12-23","","10637.009765625","331","523","973.534","","0.815789461135864","3.62199997901917","","176","","157","190","","","1.47748856101305","176.45","","","","","","","","","","","0","0","0","1","1","24","24","","","","3","5"
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2025-12-23","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VO2max: 2 x 8 x 30-30","Bike","","1.55","","2025-12-24","","65010.98828125","144","568","1333.045","","2.56917262077332","7.02899980545044","","75","","","","","","0.737244711255169","138.7","","","","","","","","","","","16","40","36","14","5","9","2","","","","",""
"45' E1","Run","HR max durante el entrenamiento: 138 bpm","0.75","","2025-12-24","","8007.27978515625","262","355","750.779","","0.794938921928406","2.79800009727478","","167","","128","143","","","1.13844418952963","101.91","","","","","","","","","","","0","0","0","0","6","42","0","","","","",""
"Road Cycling","Bike","","","","2025-12-24","","1.57000005245209","","","","","0.000499166664667428","0.874000012874603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E1 (45' pero fue 01:40:50)","Run","","1.16055555555556","","2025-12-25","","16004.2802734375","252","379","1524.684","","1.68053591251373","2.64499998092651","","160","","131","153","","","1.12593783033252","211.18","","","","","","","","","","","0","1","2","11","23","62","2","","","","",""
"1h30 E1","Bike","","1.5","","2025-12-25","","30146.9296875","0","0","","","1.20431220531464","6.95300006866455","","","","125","151","","","0.601929542794442","48.56","","","","","","","","","","","","","","","","","","","","","",""
"LT2 - 9 x 3'","Run","","1.16055555555556","","2025-12-26","","12783.669921875","340","499","1167.026","","0.953786075115204","3.72300004959106","","176","","160","181","","","1.50056433588369","212.83","","","","","","","","","","","0","0","0","0","2","27","28","","","","4","5"
"1h30 E1","Bike","","1.5","","2025-12-26","","0","100","193","482","","1.33753001689911","0","","78","","132","142","","","0.442178373539378","26.1","","","","","","","","","","","41","3","0","0","0","0","0","","","","",""
"1h30 E1","Bike","","1.5","","2025-12-27","","0","102","217","274.53","","0.750132262706757","0","","78","","121","130","","","0.444393817078469","14.64","","","","","","","","","","","25","1","0","0","0","0","0","","","","",""
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2025-12-27","","0","","","","","0.5783611536026","0","","","","81","122","","","0.536749921884448","18.21","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2025-12-27","","8335.0302734375","249","449","727.987","","0.809817254543304","2.85899996757507","","167","","132","146","","","1.09593028156219","95.99","","","","","","","","","","","0","0","0","6","8","34","1","","","","",""
"3h D2","Bike","3h ZONE 2 training 90g carbs per hour Think about tomorrow training and recovery","3","","2025-12-28","","118457.828125","133","518","2093.803","","4.38009786605835","7.51200008392334","","75","","134","165","","","0.621694163554972","194.6","","","","","","","","","","","47","77","42","21","10","9","1","","","","",""
"1h30 E1","Bike","<130bpm","1.5","","2025-12-29","","30786.51953125","117","310","543.407","","1.29281520843506","6.61499977111816","","72","","119","136","","","0.54463637245598","38.09","","","","","","","","","","","27","30","5","1","0","0","0","","","","",""
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2025-12-29","","0","","","","","0.401445537805557","0","","","","92","129","","","0.562399039535079","13.75","","","","","","","","","","","","","","","","","","","","","",""
"35' E1 + 4 x strides","Run","HR max durante el entrenamiento: 138 bpm","0.666666666666667","","2025-12-30","","6915.72021484375","263","529","650.481","","0.685815036296844","2.80100011825562","","164","","139","176","","","1.16999850213184","92.29","","","","","","","","","","","0","0","0","1","11","28","2","","","","3","5"
"5km warm up","Run","15 minutes progressing from easy to predicted MP Dynamic stretching Put on carbon shoes 4x100m strides at 8k, 5k, 3k, and 2k race pace with 1min jog reco between strides 2min extra walk/jog , 2min at anaerobic threshold pace, finishing 5-10min before the race walking until race beings","0.433333333333333","","2025-12-31","","1330.78002929688","410","526","117.3","","0.0789930522441864","4.67999982833862","","182","","172","187","","","1.84908743327172","24.31","","","","","","","","","","","0","0","0","0","0","0","5","","","","",""
"5k SS","Run","","","5000","2025-12-31","","2532.54","267","489","235.913","","0.245","2.8690000243865","","165","","127","164","","","1.1530082124599","32.58","","","","","","","","","","","0","0","0","1","3","10","1","","","","",""
"10' E1","Run","10' <135ppm","0.166666666666667","","2025-12-31","","2532.5400390625","266","489","235.913","","0.245243892073631","2.86899995803833","","165","","127","164","","","1.1530082124599","32.58","","","","","","","","","","","0","0","0","1","3","10","1","","","","3","5"
"Road Cycling","Bike","","","","2026-01-01","","42285.01953125","111","248","759.737","","1.90705811977386","6.15899991989136","","73","","120","139","","","0.508794325137319","49.23","","","","","","","","","","","43","34","5","1","0","0","0","","","","",""
"1h30 E1","Bike","Post running <130bpm","1.5","","2026-01-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VO2max: 2 x 8 x 30-30","Bike","","1.55","","2026-01-02","","40017.8515625","121","343","743.9","","1.68891990184784","6.58199977874756","","76","","122","141","","","0.555744138504867","51.92","","","","","","","","","","","33","39","9","2","0","1","0","","","","",""
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2026-01-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2026-01-02","","8241.3603515625","267","383","779.283","","0.811681091785431","2.8199999332428","","165","","132","141","","","1.15713341598024","107.6","","","","","","","","","","","0","0","0","0","2","46","0","","","","",""
"4h E1","Bike","<130bpm","4","","2026-01-03","","34972.421875","141","488","687.363","","1.35743582248688","7.15700006484985","","76","","136","181","","","0.786365134545983","82.99","","","","","","","","","","","15","19","12","3","1","6","3","","","","",""
"LT2 - 9 x 3'","Run","Max HR en los intervalos: 173 No pases de 172","1.16055555555556","","2026-01-03","","11005.2900390625","303","477","1017.645","","0.932156920433044","3.27999997138977","","168","","151","177","","","1.35988682837482","170.64","","","","","","","","","","","0","0","0","1","7","30","19","","","","3","5"
"Road Cycling","Bike","","","","2026-01-04","","101483.7109375","107","444","1594.881","","4.13125419616699","6.82399988174438","","70","","122","149","","","0.500963177878443","103.12","","","","","","","","","","","104","51","10","3","1","1","0","","","","",""
"1h30 E1","Bike","<130bpm","1.5","","2026-01-05","","30634.4296875","116","464","567.322","","1.35678005218506","6.27199983596802","","74","","125","145","","","0.547780923624388","40.54","","","","","","","","","","","30","28","5","1","0","1","0","","","","",""
